0.016993348	0.0058256015	-0.0027862191	0.030927371
-0.020338615	-0.045885075	-0.022583053	-0.047862425
0.0077333106	-0.004081499	0.0108241895	-0.022952653
-0.037767656	0.0028263775	-0.0033435752	-0.01483162
-0.018027851	0.020692462	0.050458677	-0.00616916
-0.046380173	0.056330245	-0.0237699	0.015159827
-0.048749533	0.039141774	-0.052007966	0.021617973
-0.027471766	-0.035061073	-0.01102895	-0.014784085
-0.011127622	0.014568856	0.02911306	-0.030094499
-0.010004928	0.03827205	0.000981393	0.010112695
0.03406219	0.05110781	0.026059847	-0.041260593
0.056328297	0.043470375	0.004339768	0.015393111
-0.03805914	0.052799594	-0.0071918103	-0.018575892
-0.051289547	0.044597384	0.04689576	-0.017475644
0.0003301316	-0.05086133	0.011578586	0.013983037
-0.027228834	-0.0022741542	-0.024716606	0.035584953
-0.01435577	-0.01330317	-0.046363465	-0.03352681
0.022268554	0.024593387	0.042813446	0.035032015
0.020869346	-0.03468398	0.03442966	-0.0562451
0.033739433	-0.011041214	-0.0065750694	0.021494918
-0.00041210407	0.028058637	-0.0378181	-0.009838851
0.053923804	0.0021405574	-0.0023039193	0.038761936
0.046143662	-0.034425404	0.022744546	0.040751547
0.020307193	0.03387438	0.01841247	0.00817505
